name,aliases,country,province,lat,lon,Route,URL
Grand Wall Base Area,Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.6827,-123.1482,Rutabaga,https://www.mountainproject.com/route/106018903/rutabaga
Petrifying Wall,Murrin Park|Squamish|British Columbia|North America|International,Canada,British Columbia,49.6437,-123.2121,Pleasant Pheasant,https://www.mountainproject.com/route/105950090/pleasant-pheasant
Central Scrutinizer,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.9492,-100.47628,Gringo Disco,https://www.mountainproject.com/route/106183786/gringo-disco
Penny Lane,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.7049,-123.1378,Partners In Crime,https://www.mountainproject.com/route/105842844/partners-in-crime
Up Among the Firs,Murrin Park|Squamish|British Columbia|North America|International,Canada,British Columbia,49.646,-123.2129,A Little Testis,https://www.mountainproject.com/route/105950098/a-little-testis
Los Lobos Wall,Los Lobos Canyon|El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.95103,-100.47509,Will the Wolf Survive?,https://www.mountainproject.com/route/105906014/will-the-wolf-survive
Mota Wall,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94747,-100.4761,Pancho Villa Rides Again,https://www.mountainproject.com/route/105939475/pancho-villa-rides-again
Grand Wall Base Area,Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.6827,-123.1482,Arrowroot,https://www.mountainproject.com/route/106007969/arrowroot
Boulder Gully,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.7098,-123.1406,Supervalue,https://www.mountainproject.com/route/106007175/supervalue
North Apron,The Apron|Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.68766,-123.14493,Long Time No See,https://www.mountainproject.com/route/113441195/long-time-no-see
"Main Area, Frontside",The Papoose|Shannon Falls|Squamish|British Columbia|North America|International,Canada,British Columbia,49.66841,-123.16594,Hairpin,https://www.mountainproject.com/route/105887144/hairpin
Penny Lane,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.7049,-123.1378,Werewolves of London,https://www.mountainproject.com/route/108267245/werewolves-of-london
Split Beaver,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.7061,-123.1382,Split Beaver,https://www.mountainproject.com/route/105951010/split-beaver
Zapatista Wall,El Toro (The Front Side)|El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.95114,-100.48008,Satori,https://www.mountainproject.com/route/106198915/satori
North Apron,The Apron|Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.68766,-123.14493,St. Vitus' Dance,https://www.mountainproject.com/route/105843781/st-vitus-dance
04. Prestation,L'Amphitheatre|Saint-Andre-de-Kamouraska|01. Bas-Saint-Laurent|Quebec|North America|International,Canada,Quebec,47.65239,-69.73401,Tintin au Tibet,https://www.mountainproject.com/route/107784197/tintin-au-tibet
Mota Wall,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94747,-100.4761,Onward Through the Fog,https://www.mountainproject.com/route/106178065/onward-through-the-fog
Starr Wall,The Malamute|Squamish|British Columbia|North America|International,Canada,British Columbia,49.68214,-123.15604,High Mountain Woody,https://www.mountainproject.com/route/105934194/high-mountain-woody
Lower Virgin,Virgin Canyon|El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.9498,-100.47741,Mexico in Flames,https://www.mountainproject.com/route/106702431/mexico-in-flames
Pixie Corner,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.7067,-123.1398,Wonderland,https://www.mountainproject.com/route/106173589/wonderland
Las Estrellas South,Las Estrellas Canyon|El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.95009,-100.47549,The Sword,https://www.mountainproject.com/route/109938027/the-sword
Lower Virgin,Virgin Canyon|El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.9498,-100.47741,Selam,https://www.mountainproject.com/route/106333385/selam
Neat and Cool,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.706,-123.1403,Neat and Cool,https://www.mountainproject.com/route/105910806/neat-and-cool
Octopus Garden,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.70827,-123.13681,Octopus Garden in the Shade,https://www.mountainproject.com/route/105963366/octopus-garden-in-the-shade
North Apron,The Apron|Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.68766,-123.14493,Calculus Crack,https://www.mountainproject.com/route/106495528/calculus-crack
Lower Virgin,Virgin Canyon|El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.9498,-100.47741,Mugre Mugre,https://www.mountainproject.com/route/107050535/mugre-mugre
Bulletheads South,The Bulletheads|Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.67672,-123.15268,Slot Machine,https://www.mountainproject.com/route/105842934/slot-machine
Mt. Chek,Electric Avenue|Chek|Cheakamus Canyon|Sea to Sky (Squamish to Whistler)|British Columbia|North America|International,Canada,British Columbia,49.90261,-123.15917,Frontside 180,https://www.mountainproject.com/route/117387778/frontside-180
"Main Area, Frontside",The Papoose|Shannon Falls|Squamish|British Columbia|North America|International,Canada,British Columbia,49.66841,-123.16594,Mushroom,https://www.mountainproject.com/route/106215913/mushroom
Penny Lane,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.7049,-123.1378,Popeye and the Raven,https://www.mountainproject.com/route/105858078/popeye-and-the-raven
Las Agujas (The Spires),El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94738,-100.47773,Aguja Celo Rey,https://www.mountainproject.com/route/105914177/aguja-celo-rey
Funarama,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.70712,-123.13591,First Class,https://www.mountainproject.com/route/106508167/first-class
Las Estrellas Main Wall,Las Estrellas Canyon|El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.95042,-100.47577,Estrellita,https://www.mountainproject.com/route/105961980/estrellita
Las Animas Wall,El Salto|Nuevo Leon|North America|International,Mexico,Nuevo León,25.39532,-100.23775,Brotherhood (Body Grooving),https://www.mountainproject.com/route/106358132/brotherhood-body-grooving
Central Apron,The Apron|Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.68738,-123.14652,Snake,https://www.mountainproject.com/route/106065449/snake
Zoe,Murrin Park|Squamish|British Columbia|North America|International,Canada,British Columbia,49.6453,-123.20735,Jeff and the Giant Reach,https://www.mountainproject.com/route/105910852/jeff-and-the-giant-reach
The Sheriff's Badge,Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.6885,-123.13937,Borderline,https://www.mountainproject.com/route/106232309/borderline
Take it for Granite,Mt. Cory|Banff National Park|Alberta|North America|International,Canada,Alberta,51.1768,-115.6965,Aftonroe,https://www.mountainproject.com/route/107321855/aftonroe
Penny Lane,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.7049,-123.1378,Quarryman,https://www.mountainproject.com/route/105857742/quarryman
Up Among the Firs,Murrin Park|Squamish|British Columbia|North America|International,Canada,British Columbia,49.646,-123.2129,Wicker Cranium,https://www.mountainproject.com/route/105972238/wicker-cranium
Central Apron,The Apron|Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.68738,-123.14652,Read Between the Lines,https://www.mountainproject.com/route/116839104/read-between-the-lines
Forgotten Wall,Chek|Cheakamus Canyon|Sea to Sky (Squamish to Whistler)|British Columbia|North America|International,Canada,British Columbia,49.91054,-123.15621,Creepy Crawlers,https://www.mountainproject.com/route/107755928/creepy-crawlers
Mt. Slesse,Western Chilliwack Range|Fraser Valley|British Columbia|North America|International,Canada,British Columbia,49.0255,-121.5974,Northeast Buttress,https://www.mountainproject.com/route/106108831/northeast-buttress
Plum Wall,The Fortress|Skaha Bluffs|Okanagan|British Columbia|North America|International,Canada,British Columbia,49.4359,-119.56791,Plum Line,https://www.mountainproject.com/route/106219155/plum-line
TNT Wall,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.9484,-100.47513,Band of Brothers,https://www.mountainproject.com/route/107110640/band-of-brothers
Squamish Buttress,Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.6846,-123.1447,The Squamish Butt Face (Butt lite),https://www.mountainproject.com/route/106864599/the-squamish-butt-face-butt-lite
Grand Sentinel,Sentinel Pass|Banff National Park|Alberta|North America|International,Canada,Alberta,51.34366,-116.2314,Cardiac Arete,https://www.mountainproject.com/route/109302231/cardiac-arete
La Selva (Jungle Wall),El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94838,-100.47698,Black Cat Bone,https://www.mountainproject.com/route/106072905/black-cat-bone
Campground Wall,The Bulletheads|Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.67754,-123.15329,A Pitch In Time,https://www.mountainproject.com/route/105842913/a-pitch-in-time
Squamish Buttress,Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.6846,-123.1447,The Squamish Buttress,https://www.mountainproject.com/route/106072248/the-squamish-buttress
Cat Wall,Virgin Canyon|El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94965,-100.47689,Blind Faith,https://www.mountainproject.com/route/106185052/blind-faith
Los Lobos Wall,Los Lobos Canyon|El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.95103,-100.47509,Zombie Wolf,https://www.mountainproject.com/route/105920056/zombie-wolf
Wall Area,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.7081,-123.141,Jabberwocky,https://www.mountainproject.com/route/106170451/jabberwocky
"Main Area, Frontside",The Papoose|Shannon Falls|Squamish|British Columbia|North America|International,Canada,British Columbia,49.66841,-123.16594,Centerfold,https://www.mountainproject.com/route/106230038/centerfold
Wall Area,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.7081,-123.141,Mosquito,https://www.mountainproject.com/route/105842817/mosquito
Ivory Tower,El Toro (The Front Side)|El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.95088,-100.47935,Excalibur,https://www.mountainproject.com/route/110054847/excalibur
Wonder Wall,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.95022,-100.47691,One Dead Teardrop,https://www.mountainproject.com/route/106649898/one-dead-teardrop
The Milkman's Wall,Murrin Park|Squamish|British Columbia|North America|International,Canada,British Columbia,49.6458,-123.2052,The World's Toughest Milkman,https://www.mountainproject.com/route/105910830/the-worlds-toughest-milkman
Neat and Cool,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.706,-123.1403,Cat Crack,https://www.mountainproject.com/route/105958263/cat-crack
04. Prestation,L'Amphitheatre|Saint-Andre-de-Kamouraska|01. Bas-Saint-Laurent|Quebec|North America|International,Canada,Quebec,47.65239,-69.73401,Prestation Aerienne,https://www.mountainproject.com/route/109191346/prestation-aerienne
Mota Wall,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94747,-100.4761,Motavation,https://www.mountainproject.com/route/106177974/motavation
Funarama,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.70712,-123.13591,Squatters Rights,https://www.mountainproject.com/route/106728424/squatters-rights
Starr Wall,The Malamute|Squamish|British Columbia|North America|International,Canada,British Columbia,49.68214,-123.15604,Stephanie's Tears,https://www.mountainproject.com/route/106021944/stephanies-tears
Boulder Gully,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.7098,-123.1406,Cold Comfort,https://www.mountainproject.com/route/106193849/cold-comfort
Pixie Corner,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.7067,-123.1398,Pixie Corner,https://www.mountainproject.com/route/105979760/pixie-corner
The Main Event,Chek|Cheakamus Canyon|Sea to Sky (Squamish to Whistler)|British Columbia|North America|International,Canada,British Columbia,49.9059,-123.156,Kigijiushi,https://www.mountainproject.com/route/106006012/kigijiushi
Mota Wall,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94747,-100.4761,Monkey Boy,https://www.mountainproject.com/route/106177957/monkey-boy
Zoe,Murrin Park|Squamish|British Columbia|North America|International,Canada,British Columbia,49.6453,-123.20735,Zoe,https://www.mountainproject.com/route/105910842/zoe
Wonder Wall,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.95022,-100.47691,Ramsey's Shenanigans,https://www.mountainproject.com/route/107377663/ramseys-shenanigans
Toxic Lichen,Chek|Cheakamus Canyon|Sea to Sky (Squamish to Whistler)|British Columbia|North America|International,Canada,British Columbia,49.90647,-123.15602,The Mutation,https://www.mountainproject.com/route/107199641/the-mutation
Shannon Falls Wall,Shannon Falls|Squamish|British Columbia|North America|International,Canada,British Columbia,49.66932,-123.15753,Cardhu Crack,https://www.mountainproject.com/route/106428241/cardhu-crack
TNT Wall,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.9484,-100.47513,Baked Fresh Daily,https://www.mountainproject.com/route/106177922/baked-fresh-daily
Genesis,Murrin Park|Squamish|British Columbia|North America|International,Canada,British Columbia,49.6464,-123.2045,Geneside,https://www.mountainproject.com/route/106999958/geneside
Penny Lane,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.7049,-123.1378,Climb & Punishment,https://www.mountainproject.com/route/106028041/climb-punishment
Starr Wall,The Malamute|Squamish|British Columbia|North America|International,Canada,British Columbia,49.68214,-123.15604,Paul's Crack,https://www.mountainproject.com/route/105948657/pauls-crack
Upper Virgin,Virgin Canyon|El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94982,-100.47772,Gracias Mi Amor,https://www.mountainproject.com/route/108714782/gracias-mi-amor
Echelon Wall,Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.6867,-123.135,The Ultimate Everything,https://www.mountainproject.com/route/106480430/the-ultimate-everything
Cat Wall,Virgin Canyon|El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94965,-100.47689,La Flakita,https://www.mountainproject.com/route/111553924/la-flakita
Lakeside in the Woods,Murrin Park|Squamish|British Columbia|North America|International,Canada,British Columbia,49.64521,-123.20835,More Than Just A Pretty Face,https://www.mountainproject.com/route/108259507/more-than-just-a-pretty-face
Burgers and Fries,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.70461,-123.14131,Bilbo Baggins,https://www.mountainproject.com/route/105957603/bilbo-baggins
Wonder Wall,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.95022,-100.47691,Evil Shenanigans,https://www.mountainproject.com/route/106336964/evil-shenanigans
Slhanay,Mamquam FSR|Squamish|British Columbia|North America|International,Canada,British Columbia,49.6945,-123.12156,Birds of Prey,https://www.mountainproject.com/route/105844620/birds-of-prey
Wonder Wall,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.95022,-100.47691,Kooters on Scooters,https://www.mountainproject.com/route/109827644/kooters-on-scooters
North Apron,The Apron|Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.68766,-123.14493,Memorial Crack,https://www.mountainproject.com/route/106842580/memorial-crack
Wall Area,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.7081,-123.141,SM's Delight,https://www.mountainproject.com/route/105842814/sms-delight
Upper Gully,Area 44|Sea to Sky (Squamish to Whistler)|British Columbia|North America|International,Canada,British Columbia,49.84186,-123.14758,Rocky Horror,https://www.mountainproject.com/route/107805100/rocky-horror
Crag X,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.70856,-123.14147,Centre Street,https://www.mountainproject.com/route/106018649/centre-street
Las Estrellas Main Wall,Las Estrellas Canyon|El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.95042,-100.47577,Mr. Fluffer's Wild Ride,https://www.mountainproject.com/route/106177294/mr-fluffers-wild-ride
North Apron,The Apron|Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.68766,-123.14493,Vector,https://www.mountainproject.com/route/106018628/vector
Octopus Garden,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.70827,-123.13681,Unearthly Delights,https://www.mountainproject.com/route/106842554/unearthly-delights
Boulder Gully,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.7098,-123.1406,Talking Holds,https://www.mountainproject.com/route/106255105/talking-holds
Petrifying Wall,Murrin Park|Squamish|British Columbia|North America|International,Canada,British Columbia,49.6437,-123.2121,Burning Down the Couch,https://www.mountainproject.com/route/106240353/burning-down-the-couch
TNT Wall,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.9484,-100.47513,Señor Sucio,https://www.mountainproject.com/route/110063888/senor-sucio
South Apron,The Apron|Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.68635,-123.1474,Banana Peel,https://www.mountainproject.com/route/105934199/banana-peel
Split Beaver,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.7061,-123.1382,Asleep At The Wheel,https://www.mountainproject.com/route/107640767/asleep-at-the-wheel
Cat Wall,Virgin Canyon|El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94965,-100.47689,Penitente,https://www.mountainproject.com/route/106185057/penitente
North Apron,The Apron|Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.68766,-123.14493,Karen's Math,https://www.mountainproject.com/route/106842574/karens-math
03. Bonsai,L'Amphitheatre|Saint-Andre-de-Kamouraska|01. Bas-Saint-Laurent|Quebec|North America|International,Canada,Quebec,47.65248,-69.73395,Bonsaï,https://www.mountainproject.com/route/107704756/bonsai
Penny Lane,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.7049,-123.1378,Clandestine Affair,https://www.mountainproject.com/route/105954921/clandestine-affair
South Apron,The Apron|Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.68635,-123.1474,Over The Rainbow,https://www.mountainproject.com/route/106188258/over-the-rainbow
Wall Area,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.7081,-123.141,Phlegmish Dance,https://www.mountainproject.com/route/105857546/phlegmish-dance
Grand Wall Base Area,Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.6827,-123.1482,Cruel Shoes,https://www.mountainproject.com/route/105918292/cruel-shoes
Grand Wall Base Area,Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.6827,-123.1482,Merci Me,https://www.mountainproject.com/route/106527466/merci-me
Grand Wall Base Area,Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.6827,-123.1482,Peasant's Route,https://www.mountainproject.com/route/105903259/peasants-route
Mount Gimli,Valhalla Mountains|Slocan Valley|West Kootenay|Kootenays|British Columbia|North America|International,Canada,British Columbia,49.7655,-117.6478,South Ridge,https://www.mountainproject.com/route/106997512/south-ridge
Neat and Cool,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.706,-123.1403,Kangaroo Corner,https://www.mountainproject.com/route/105808602/kangaroo-corner
Outhouse Wall,The Back of The Lake|Lake Louise|Banff National Park|Alberta|North America|International,Canada,Alberta,51.4076,-116.2405,Public Enemy,https://www.mountainproject.com/route/108226547/public-enemy
Snowpatch Spire,Bugaboos|Columbia-Shushwap|British Columbia|North America|International,Canada,British Columbia,50.73667,-116.78162,Surfs Up,https://www.mountainproject.com/route/106073035/surfs-up
Octopus Garden,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.70827,-123.13681,Edible Panties,https://www.mountainproject.com/route/106521564/edible-panties
Split Beaver,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.7061,-123.1382,Orifice Fish,https://www.mountainproject.com/route/106055694/orifice-fish
Mota Wall,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94747,-100.4761,Team Hilti,https://www.mountainproject.com/route/106177953/team-hilti
Upper Headwall,Marble Canyon Rock|Marble Canyon|Cariboo|British Columbia|North America|International,Canada,British Columbia,50.85125,-121.70435,Guaranteed Rugged,https://www.mountainproject.com/route/122451091/guaranteed-rugged
Bulletheads South,The Bulletheads|Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.67672,-123.15268,Golden Labs,https://www.mountainproject.com/route/106463231/golden-labs
Shannon Falls Wall,Shannon Falls|Squamish|British Columbia|North America|International,Canada,British Columbia,49.66932,-123.15753,Split Decision,https://www.mountainproject.com/route/107246115/split-decision
Wonder Wall,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.95022,-100.47691,Mexican Squeeze Job,https://www.mountainproject.com/route/111223098/mexican-squeeze-job
The Milkman's Wall,Murrin Park|Squamish|British Columbia|North America|International,Canada,British Columbia,49.6458,-123.2052,"Jugs, Not Drugs",https://www.mountainproject.com/route/108303905/jugs-not-drugs
Cat Wall,Virgin Canyon|El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94965,-100.47689,31-foot smurf,https://www.mountainproject.com/route/106389654/31-foot-smurf
Las Animas Wall,El Salto|Nuevo Leon|North America|International,Mexico,Nuevo León,25.39532,-100.23775,Alien Tufa,https://www.mountainproject.com/route/112832034/alien-tufa
07. As de pique,L'Amphitheatre|Saint-Andre-de-Kamouraska|01. Bas-Saint-Laurent|Quebec|North America|International,Canada,Quebec,47.65043,-69.73471,Moby Dick,https://www.mountainproject.com/route/109191244/moby-dick
Mota Wall,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94747,-100.4761,Kelso's Way,https://www.mountainproject.com/route/106179834/kelsos-way
Funarama,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.70712,-123.13591,Funarama,https://www.mountainproject.com/route/106728460/funarama
Mini Super Wall,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94937,-100.47577,Matacumba,https://www.mountainproject.com/route/106177392/matacumba
Penny Lane,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.7049,-123.1378,The Witch Doctor's Apprentice,https://www.mountainproject.com/route/106681283/the-witch-doctors-apprentice
Crescent Towers,Bugaboos|Columbia-Shushwap|British Columbia|North America|International,Canada,British Columbia,50.7491,-116.7805,Ears Between,https://www.mountainproject.com/route/106076330/ears-between
Wall Area,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.7081,-123.141,Sphinx'ter Quits,https://www.mountainproject.com/route/105910942/sphinxter-quits
La Selva (Jungle Wall),El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94838,-100.47698,Jungle Mountaineering,https://www.mountainproject.com/route/105949475/jungle-mountaineering
Burgers and Fries,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.70461,-123.14131,Burgers and Fries,https://www.mountainproject.com/route/105957572/burgers-and-fries
Mota Wall,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94747,-100.4761,Cactus Pile,https://www.mountainproject.com/route/105920175/cactus-pile
Central Apron,The Apron|Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.68738,-123.14652,Born Again,https://www.mountainproject.com/route/118898258/born-again
Pixie Corner,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.7067,-123.1398,White Rabbit,https://www.mountainproject.com/route/106170442/white-rabbit
Takakkaw Falls Area,Yoho|Rockies|British Columbia|North America|International,Canada,British Columbia,51.4497,-116.4379,Takakkaw Falls,https://www.mountainproject.com/route/107289456/takakkaw-falls
Mota Wall,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94747,-100.4761,Dope Ninja,https://www.mountainproject.com/route/106079936/dope-ninja
Burgers and Fries,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.70461,-123.14131,Wisecrack,https://www.mountainproject.com/route/105857538/wisecrack
Mota Wall,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94747,-100.4761,Motarola,https://www.mountainproject.com/route/106177948/motarola
Great White,Great White|White Walls|Skaha Bluffs|Okanagan|British Columbia|North America|International,Canada,British Columbia,49.4423,-119.56166,Wings of Desire,https://www.mountainproject.com/route/106261946/wings-of-desire
Super Nova Wall,Las Estrellas Canyon|El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.95021,-100.47533,Super Nova,https://www.mountainproject.com/route/105939456/super-nova
Nubile Woman,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.70727,-123.13869,Nubile Woman,https://www.mountainproject.com/route/106018921/nubile-woman
03. Bonsai,L'Amphitheatre|Saint-Andre-de-Kamouraska|01. Bas-Saint-Laurent|Quebec|North America|International,Canada,Quebec,47.65248,-69.73395,Cassonade,https://www.mountainproject.com/route/107704748/cassonade
Mini Super Wall,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94937,-100.47577,Coca Cola,https://www.mountainproject.com/route/105920128/coca-cola
Fern Hill,Mamquam FSR|Squamish|British Columbia|North America|International,Canada,British Columbia,49.72143,-123.10157,Good Times,https://www.mountainproject.com/route/106327535/good-times
Forgotten Wall,Chek|Cheakamus Canyon|Sea to Sky (Squamish to Whistler)|British Columbia|North America|International,Canada,British Columbia,49.91054,-123.15621,Low Impact,https://www.mountainproject.com/route/105962603/low-impact
Crag X,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.70856,-123.14147,Easter Island,https://www.mountainproject.com/route/106532940/easter-island
Neat and Cool,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.706,-123.1403,Sally Five Fingers,https://www.mountainproject.com/route/105962502/sally-five-fingers
Up Among the Firs,Murrin Park|Squamish|British Columbia|North America|International,Canada,British Columbia,49.646,-123.2129,Totally Clips,https://www.mountainproject.com/route/107235689/totally-clips
La Ola (The Wave),El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94831,-100.47545,La Ola,https://www.mountainproject.com/route/105920155/la-ola
Neat and Cool,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.706,-123.1403,Mouse Trap,https://www.mountainproject.com/route/107000945/mouse-trap
North Apron,The Apron|Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.68766,-123.14493,Calculus Direct,https://www.mountainproject.com/route/109399403/calculus-direct
The Solarium,Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.6839,-123.1367,Sunblessed,https://www.mountainproject.com/route/105918391/sunblessed
Lower Virgin,Virgin Canyon|El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.9498,-100.47741,"Bad Cop, No Donut",https://www.mountainproject.com/route/106333406/bad-cop-no-donut
Penny Lane,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.7049,-123.1378,"Up, Up and Away",https://www.mountainproject.com/route/105857749/up-up-and-away
Slhanay,Mamquam FSR|Squamish|British Columbia|North America|International,Canada,British Columbia,49.6945,-123.12156,Jungle Warfare,https://www.mountainproject.com/route/106104431/jungle-warfare
Grand Sentinel,Sentinel Pass|Banff National Park|Alberta|North America|International,Canada,Alberta,51.34366,-116.2314,South Face,https://www.mountainproject.com/route/107256605/south-face
