ID,Accident Title,Publication Year,Text,Tags Applied,Country,State_Province,Country_std,State_Province_std,location_name,matched_phrase,lat,lon,climb_tags,climb_primary,Helmet,Rope
552,"Stranded, Greed, Exceeding Abilities, New Hampshire, Mount Meader",1995.0,"New Hampshire, Mount Meader
In October 1994, two youths (c. 18) spied some climbing gear on rappel stations on a cliff of Mount Meader in the Carter Range. They had previously done a rock day at a summer camp and were excited about climbing. They were interested in accumulating some gear and knew that it was expensive. Here they saw their opportunity. Using some half-inch hardware store rope, one of the kids hand-over-handed down the line, retrieved a biner and a couple of slings, then went hand-over-hand back up the rope.
They then set up to hit the next rappel station. Down he went again, only this time the wall was slightly overhanging and he swung out into space. The youth jumped and landed on a four-foot by eight-foot ledge. His partner hiked back to their camp, then back up to the top of the cliff and threw down blankets and water. He then hiked two miles to a road and notified authorities. Fish and Game called us at 1800. Mike Belchat, Ray Cotniour and I hiked to the cliff with Lt. Jeff Gray. I rappelled down and put the kid in a harness and helmet. We then rigged an assisted 2–1 and hoisted the youth to the top, about 20 feet. We all hiked out and were at the cars around midnight. (Source: Paul Cormier)","No/Little, Stranded / Lost / Overdue",US,New Hampshire,United States,New Hampshire,,,,,[],unknown,unknown,rope
555,"Stranded, Unable to Retrieve Rappel Rope, Pennsylvania, Delaware Water Gap NRA, Mount Minsi",1995.0,"Pennsylvania, Delaware Water Gap NRA, Mount Minsi
On August 27, 1994, at 2020, park dispatch received a phone call stating that there was a stranded climber on Mount Minsi. Douglas C. Meyer and Mark C. Hoverkamp (26) were rappelling when they got to a ledge (approximately 120 feet above the ground) and unsuccessfully tried to pull the ropes down. Meyer tied the ropes off, went down the rope’s end, tied his slings together and lowered himself to a ledge. Meyer went around to the top of the cliffs and was unable to locate his ropes. Meyer then went to his car and used a cellular phone to call dispatch.
Ranger Encke arrived at Cold Air Cave at 2045 and Ranger Williams arrived at 2055. Rangers Matthews and Shreffler arrived at 2154. Rangers Matthews and Shreffler and Meyer went up to the cliffs and got a headlight, helmet, clothes and the end of a rope to Hoverkamp. Hoverkamp rappelled to a ledge and was lowered the rest of the way to the ground.
Meyer went to the top of the cliffs on the morning of August 8, 1994, and retrieved his ropes. He found the knot that joined the ropes stuck in the dirt.
(Editor’s Note: Both incidents from Delaware Water Gap ended with no injury, but at some cost to the park. Common rappel problems are well known to climbers. Perhaps there is a correlation between the amount of care one exercises in relation to the distance from the road head—or the availability of one’s cellular phone!)","Minor, Descent, Roped, Stranded / Lost / Overdue, Rappel Error",US,Pennsylvania,United States,Pennsylvania,,,,,[],unknown,unknown,rope
616,"Darkness, Stranded, Rappel Error—Rope Jammed, Colorado, Eldorado Canyon State Park, Red Garden Wall",1996.0,"Colorado, Eldorado Canyon State Park, Red Garden Wall
On February 18, two climbers (one 24) became stranded when darkness fell and their rappel rope jammed on Red Garden Wall. They made a fire to keep warm, and were rescued the next day.
Analysis
One of the “Climb Smart” questions to ask: Is there enough light to finish the climb? (Source: Tim Metzger, Park Manager, Eldorado Canyon State Park)","Minor, Descent, Roped, Visibility, Late in Day, Stranded / Lost / Overdue, Rappel Error",US,Colorado,United States,Colorado,Redgarden - Roof Routes | aliases: Redgarden Wall|Eldorado Canyon State Park|Boulder|Colorado,eldorado canyon state park,39.93112,-105.2846,[],unknown,unknown,rope
622,"Fall on Rock, Climbing Unroped, Exceeding Abilities, Massachusetts, Chapelbrook Reservation, Chapel Ledges",1996.0,"Massachusetts, Chapelbrook Reservation, Chapel Ledges
On August 10, Pam Chavis (25) fell 75 feet from Chapel Ledges, where she was attempting her first free-solo climb. She had reached for a handhold, shifted some of her weight to that hand, then slipped. She got away with one leg fractured and one broken ankle.
Analysis
Pam Chavis had little climbing experience, and this was only her second time at this particular site. The newspaper report quoted her as saying, “I’m not going to let that rock get the best of me.” So it is presumed she’ll climb there again—but hopefully not with “an attitude.” (Sources: Jed Williamson and an article by Jacqueline Walsh in the August 20, 1995, Springfield Republican)","No/Little, Serious, Unroped , Solo",US,Massachusetts,United States,Massachusetts,,,,,[],unknown,unknown,no_rope
625,"Fall on Rock, Failure to Follow Instructions, Utah, Wasatch Mountains, Big Cottonwood Canyon",1996.0,"Utah, Wasatch Mountains, Rig Cottonwood Canyon
On July 5, Karen Wilson, a student in an organized climbing course, took an unroped fall of approximately eight feet. Miss Wilson had completed her turn climbing and rappelling, and had removed her climbing harness and climbing helmet, so that she could slip off and go to the bathroom. Upon returning, she climbed up on the rock buttress to observe the other students and fell off, hitting her head.
The Sheriff's SAR team responded and carried her to the trail head where she was transported to the hospital by ambulance.
Analysis
The climbing school instructors were interviewed, and they indicated that they had reminded all of the students present, several times, to use care and not take off their protective equipment. The ratio of instructors to students looked adequate, and no negligence was noted. (Source: G. Banks, Salt Lake County Sheriff SAR)","Serious, Unroped , Solo, Large Group",US,Utah,United States,Utah,Storm Mountain Island | aliases: Storm Mountain Picnic Area|Big Cottonwood Canyon|Central Wasatch|Wasatch Range|Utah,big cottonwood canyon,40.6239,-111.7446,[],unknown,unknown,no_rope
631,"Fall on Rock, Inadequate Protection, Utah, Wasatch Mountains, Parleys Canyon",1996.0,"Utah, Wasatch Mountains, Parleys Canyon
On March 19, Guy Riley (25) fell while climbing on a popular rock buttress at the mouth of Parleys Canyon. Details were somewhat sketchy but Mr. Rileys protection apparently pulled while on lead, causing him to fall approximately 15 feet to the ground. The Sheriff’s SAR team evacuated him and he was transported to a local hospital by ambulance.
Analysis
Although we don’t know the experience level of this particular climber, this area is very popular with young climbers fresh out of the climbing gyms. (Source: G. Banks, Salt Lake County Sheriff SAR)","Serious, Roped, Trad Climbing, Gym Climber, Inadequate Protection / Pulled",US,Utah,United States,Utah,,,,,[],unknown,unknown,unknown
646,"Falling Rock, Poor Position, Maine, Mount Katahdin, Chimney Pond",1996.0,"Maine, Mount Katahdin, Chimney Pond
On September 2, two parties—Michael Lanza (34) and Penny Beach (29) in one group, Bill Mistretta (?), Rick Baron (30) and Diane Mailloux (24) in the other—were climbing simultaneously. Lanza and Mistretta were at the top of the second lead looking for anchors for separate belay stances when Mistretta dislodged a rock described by Lanza as being two feet by three feet by several inches thick. The other three climbers were 150 feet below anchored together. Rick Baron tried to protect the other two climbers by shielding them with his body. He was struck by a cantaloupe sized rock above his left eye. His helmet was knocked off and he was thrown backwards eight or ten feet down the slope before his anchor stopped him. He did not regain consciousness and died probably within fifteen minutes.
Analysis
If possible, the belay site should be away from the line of fall of anything dislodged by the leader. This is especially important on higher and less stable cliffs like Cannon and Katahdin. In this case, two leaders were climbing above three other people who were close together at a belay anchor.
Irwin Caverly, the park director, said, “Rock slides are infrequent. This was one of those freak accidents.” Michael Lanza said that when the group registered at the ranger station, a ranger suggested they change their planned route, and they did. Lanza added that it was not a particularly difficult climb. “One of the most frustrating things was that the route we took was well below our ability level.” He and Rich Baron, who was the eighteenth person to die climbing in Baxter State Park, had been friends for twenty years and had done countless climbs together. (Source: George Hurley and Michael Lanza)","Experienced, Deadly, Roped, Trad Climbing, Poor Position, Object Dropped/Dislodged",US,Maine,United States,Maine,06. All Winter Ice Routes - Chimney Pond & other Sub-Areas | aliases: Katahdin|j. The Maine Highlands (inc. BSP / Katahdin )|Maine,katahdin,45.91351,-68.91171,[],unknown,unknown,rope
655,"Rappel Anchor Failure—Rock Broke Loose, Fall on Rock, Washington, Mount Stuart",1996.0,"Washington, Mount Stuart
On July 10, Kris Stout (30) and his climbing partner had waited out a storm on Mount Stuart before beginning their descent. Stout was preparing to descend by rope when he tied a line around a rock the size of a car.
As Stout leaned back to begin rappelling, the rock broke loose. It rolled over him and fell 150 feet. One climber said the rock should have been there for another 100,000 years.
Stout's partner was left alone on the ledge, where he waited five hours until he was rescued by other climbers. (Source: Yakima Herald, from an article by Craig Torianello, July 23, 1995)","Descent, Roped, Alpine/Mountaineering, Anchor Failure / Error, Rappel Error",US,Washington,United States,Washington,,,,,[],unknown,unknown,rope
657,"Rappel Error—Ropes Uneven, Colorado, Eldorado Canyon State Park, Hand Crack",1996.0,"Colorado, Eldorado Canyon State Park, Hand Crack
On June 11, a climber (29) rappelled off the end of one-half of his rope and fell 30 feet. He indicated that his rappel rope was not doubled equally. (Source: Tim Metzger, Park Manager, Eldorado Canyon State Park)","Descent, Roped, Rappel Error",US,Colorado,United States,Colorado,Redgarden - Roof Routes | aliases: Redgarden Wall|Eldorado Canyon State Park|Boulder|Colorado,eldorado canyon state park,39.93112,-105.2846,[],unknown,unknown,rope
693,"Fall on Rock, Inadequate Protection, Failure to Follow Accepted Standards, California, Redmond",1997.0,"California, Redmond
On September 21, Travis Hull (28), North American Wilderness Academy school administrator and master wilderness instructor, fell to his death while teaching a beginning rescue class to the NAWA-USA Academy. The USA Academy, composed of teachers and students in grades seven through twelve, were completing the rescue course in preparation for their five week trip to Alaska when the accident occurred.
Travis had just completed a demonstration on the safety of a two point self-protecting system and had yet to hook the ropes into the system. As he extricated himself from the system, he apparently lost contact with how close he was to the edge, stepped back, lost his balance, and fell to his death.
Analysis
Travis was an expert climber and rescue instructor. He was a volunteer coordinator for the Shasta County Search and Rescue and had spent many hours training Sheriff departments, search and rescue groups, and fire departments in vertical and swift water rescue. His contributions to the NAWA program were enormous, and he will be deeply missed by all of us.
As his father, I know he would want me to emphasize one thing: the equipment and the system were safe. The error was his alone as he failed to follow his own and the industry’s safety procedures by being too close to the edge without being hooked into the system. As instructors, we work hard to conduct safe situations for youth to (engage in) risk and grow emotionally from that risk. We are oftentimes concerned more with our clients’ safety than our own. Don’t let your familiarity with your job and your acceptance of the risks momentarily blind you to the inherent dangers. They are always there for each of us. An accidental misstep can have devastating consequences. (Source: David Hull)","Experienced, Deadly, Large Group, Inadequate Protection / Pulled",US,California,United States,California,,,,,[],unknown,unknown,unknown
698,"Fall on Rock, Protection Pulled Out 
Colorado, Eldorado Canyon State Park, Bastille",1997.0,"On June 1, the victim (28) climbed about 30 feet up the Bastille Crack, slipped while making a traverse, and while falling pulled out his only piece of protection and consequently hit the ground.
(Editor’s Note: Protection pulling out—or simply inadequate protection—is very common in this climbing area.)","Roped, Trad Climbing, Inadequate Protection / Pulled",US,Colorado,United States,Colorado,Redgarden - Roof Routes | aliases: Redgarden Wall|Eldorado Canyon State Park|Boulder|Colorado,eldorado canyon state park,39.93112,-105.2846,[],unknown,unknown,unknown
722,"Rappel Error—Did Not Secure Rappel Anchor Sling, Colorado, Eldorado Canyon State Park",1997.0,"Colorado, Eldorado Canyon State Park
On May 6, after belaying his partners down a 20 to 30 foot cliff, the victim (39) fell about 30 feet while rappelling. A Ranger found a red sling girth hitched around a tree with no knot in it. Apparently the victim placed the red sling around the tree and added a descending ring, but did not securely tie off the sling. The descending ring, rappelling device and locking carabiner were all securely attached to the victim.
Analysis
Know the appropriate knots to use. And always double check them. (Source: J. W. Wilder, Park Ranger)","Descent, Roped, Knot & Tie-in Error, Anchor Failure / Error, Rappel Error",US,Colorado,United States,Colorado,Redgarden - Roof Routes | aliases: Redgarden Wall|Eldorado Canyon State Park|Boulder|Colorado,eldorado canyon state park,39.93112,-105.2846,[],unknown,unknown,rope
733,"Fall on Rock, Inadequate Protection, Oregon, Columbia River Gorge, Broughton Bluff",1997.0,"Oregon, Columbia River Gorge, Broughton Bluff
On May 28, Kurt Gierlich (42) fell 60 feet to the ground from a route on Broughton Bluff. Someone with a portable phone called 911, and a rescue followed. Twelve rescuers spent an hour lowering him 500 feet to a point where a Life Flight helicopter could pick him up.
He suffered multiple fractures and internal injuries. (Source: From a report in the Oregonian, May 28, 1996)
(Editor’s Note: Gierlich was wearing a harness and rope, but there was no indication how he fell or what his partner was doing. It is interesting to note that Tom Layton, a chief in Fire District 14, said, “This is a real common occurrence. We pull about five or six climbers out of here every year. ”)","Serious, Roped, Inadequate Protection / Pulled",US,Oregon,United States,Oregon,Bat Wall | aliases: Broughton Bluff|Portland & The Gorge|Oregon,broughton bluff,45.53901,-122.37471,[],unknown,unknown,unknown
796,"Rappel Error — Rope Tangled, Stranded, Inexperience, Darkness, Inadequate Equipment — No Head Lamp, Alabama, Pelham",1998.0,"Alabama, Pelham
On March 2, Chad Lovelady (23) and Eric Langwager (17) decided they would go rappelling that evening on rocks behind the building where they work. Around 9:00 pm, Chad began the first rappel. About mid-way down, he noticed an overhand knot in the line. Rather than remove it, he forced it through his figure eight, continued to the bottom, and then asked Eric to remove it before descending. Eric untied the knot, tossed the rope down and began his rappel, with Chad on belay. Since it was dark and they were using a black rope, neither one could see that the rope had tangled about 60 feet from the bottom. Eric stopped just above the entanglement and tried to remove it with one hand. Due to his inexperience, he did not know how to lock off, so he tired and quickly slipped closer to the jam. This forced Chad to tighten the belay, which cinched the entanglement even more.
Rescue was called around 8:30 pm by a third party. After a basic pick-off, the climbers went on their way.
Analysis
Chad had about six years of experience, but Eric had only one month. Chad felt the entanglement was attributable to the fact the rope had been twisted by his figure-eight ring on the first rappel, and to the lack of attention when the rope was tossed off. The inability to correct the problem was also the result of rappelling at night without headlamps. (Source: Matthew Mobley, Pelham Fire Department)","No/Little, Experienced, Descent, Roped, Visibility, Late in Day, Inadequate Equipment, Stranded / Lost / Overdue, Rappel Error",US,Alabama,United States,Alabama,,,,,[],unknown,unknown,rope
856,"Loss of Control — Voluntary Glissade, Climbing Alone, No Hard Hat, Wyoming, Wind River Canyon, Dinwoody Pass",1998.0,"Wyoming, Wind River Canyon, Dinwoody Pass
On September 1, Steve Fleming (45) was unable to self-arrest while descending from Dinwoody Pass. In a report he submitted, he stated that the snowfield he ascended in the morning required crampons, but had softened in the afternoon to the point where “my ice ax would not hold as my brake.“ He said he slid over 100 yards, striking many exposed rocks. He as able to slow his descent somewhat by rolling onto his back and digging in his heels.
Analysis
This accident could have been avoided if I had taken the time to test conditions. It would also have helped if I had used the shaft end of my ax, not the point.
Because of a severely sprained ankle and a gash on the back of my head, I was medivacked to the hospital in Jackson. I also received excellent help from other climbers in the area.... (Source: Steve Fleming)","Serious, Descent, Unroped , Solo, Climbing Alone, Alpine/Mountaineering, No Helmet",US,Wyoming,United States,Wyoming,,,,,[],unknown,unknown,unknown
886,"Falling Bag of Rocks—Haul Rope Severed, Poor Position, Inexperience, California, Yosemite Valley, El Capitan",1999.0,"California, Yosemite Valley, El Capitan
On October 8 at 1430, Daniel Gibson was practicing haul techniques by raising a 40 pound bag of rocks to his belay point. The bag became hung up on an overhang approximately 75 feet in the air. The rope failed, causing the bag of rocks to fall, hitting Helen Gibson (30) on the right side of her body, injuring her right arm and right leg. Rangers arrived on scene at 1440, immobilized, treated, and packaged Gibson. She was transported by litter reaching Medic 3 ambulance at 1558. (Source: Loren Fazio, Yosemite National Park)
Analysis
Apparently the rope abraded on a sharp edge on the overhang. Attention to where one is positioned relative to the fall line under such circumstances is a critical factor. Learning can be painful sometimes. (Source: Jed Williamson)","No/Little, Serious, Poor Position, Gear Broke",US,California,United States,California,2. Southwest Face | aliases: B. El Capitan|Valley North Side|Yosemite Valley|Yosemite National Park|California,yosemite valley,37.73051,-119.63828,[],unknown,unknown,rope
892,"FATIGUE, FALL ON ROCK, PROTECTION PULLED OUT, Colorado, Eldorado Canyon State Park",1999.0,"Colorado, Eldorado State Park
On February 22, a thirty year old female climber was walking along the base of the Rincon Wall when she was struck on the right forearm by a falling rock about the size of a climbing helmet. Her only warning came too late from a party of climbers directly above her. The rock had been dislodged by another party farther above who failed to provide any verbal warning. The victim sustained some bruises and was assisted by her climbing partner and a nurse who was climbing nearby.
Analysis
In heavily trafficked areas especially, climbers must provide immediate and clearly audible warning to anyone in the surrounding area if they dislodge a rock. Conversely, climbers should consider their position beneath another climbing party—unless they knowingly assume the associated risks. Hikers in a climbing area should also be on the alert for falling objects and avoid walking directly beneath climbing routes. A helmet is certainly a good idea when in a place where falling rocks and/or objects are a possibility. (Source: Steve Muelhauser, Park Manager, and Conrad Bieniulis, Seasonal Park Ranger)","Serious, Roped, Trad Climbing, Fatigue, Object Dropped/Dislodged, Inadequate Protection / Pulled",US,Colorado,United States,Colorado,Redgarden - Roof Routes | aliases: Redgarden Wall|Eldorado Canyon State Park|Boulder|Colorado,eldorado canyon state park,39.93112,-105.2846,[],unknown,unknown,unknown
902,"Stranded, Darkness—Failure to Turn Back, Inadequate Clothing and Equipment, California, Yosemite Valley, Royal Arches",1999.0,"California, Yosemite Valley, Royal Arches
On September 15 at 2200, NPS dispatch received a report of climbers who were yelling for help on the Royal Arches Route. Rangers Keith Lober and John Dill and two SAR technicians responded on the call. Lighting systems, spotting scope and a loud hailer were utilized to identify the problem.
The two climbers, Andy Sneddon (35) and Debbie Hughes (35) were uninjured but had become disoriented in the darkness during the rappels. The team was unable to locate their stranded rappel anchor stations. This left them stranded near the ends of their ropes but still securely tied to anchors.
The climbers were left on the ledge for the night. No attempts were made to retrieve Sneddon and Hughes because the night was quite warm and they were not in danger of falling. Early the next morning, Ranger Keith Lober and SAR technician Werner Braun, risked their lives while they were climbing up to rescue Sneddon and Hughes. The two climbers were brought down without incident.
Analysis
This is the third of the Royal Arches descent incidents. Again, turning back earlier, having warm clothing, and knowing how to prusik came into play. (Source: Report from Keith Lober and John Dill, SAR Rangers, Yosemite National Park)","Minor, Descent, Roped, Trad Climbing, Exposure, Visibility, Late in Day, Inadequate Equipment, Stranded / Lost / Overdue",US,California,United States,California,2. Southwest Face | aliases: B. El Capitan|Valley North Side|Yosemite Valley|Yosemite National Park|California,yosemite valley,37.73051,-119.63828,[],unknown,unknown,rope
924,"Fall on Rock, Inadequate Protection, No Hard Hat, Nevada, Red Rocks Canyon National Conservation Area, Lost Creek",1999.0,"Nevada, Red Rocks Canyon National Conservation Area, Lost Creek
On December 5, C. A. and a friend, both visiting from Austria, were climbing in the Lost Creek area of the Red Rock Canyon Conservation Area. At 1640 C. A. (19) began climbing in a corner to the right of Little Big Horn. C. A., who was not wearing a helmet, had climbed 30 feet up without placing any protection when he slipped and fell backwards to the ground, striking his head.
C. A.’s partner called for help, and hikers in the area contacted Las Vegas Metropolitan Police dispatch. LVMPD Officers and Volunteers responded and well as a Las Vegas Fire Department paramedic engine.
On their arrival, three firefighters with advanced life support equipment hiked 20 minutes to the victim and began care. LVMPD SAR officers and volunteers arrived shortly after. The victim’s location above a slope of dense scrub oak, manzanita and large boulders made a carry out or conventional helicopter evacuation impossible, so it was decided to short haul him to the trailhead.
C. A. was unresponsive and posturing and LVFD paramedics were unable to intubate him. C. A. was immobilized on a Miller board by SAR personnel, placed in a litter and carried 50 yards to an open area where he was short hauled with an LVMPD SAR Officer to the trailhead by Air 4, an MD530F. C. A. was transferred to the waiting Flight for Life helicopter crew who intubated C. A. en route to UMC Trauma Center. C. A. died several days later of isolated head injuries. (Source: James Roberts, Volunteer, Las Vegas Metropolitan Police Department SAR)","Experienced, Deadly, Head / Brain Injury, Roped, Trad Climbing, No Helmet, Inadequate Protection / Pulled, Stranded / Lost / Overdue",US,Nevada,United States,Nevada,Eagle Wall | aliases: Oak Creek Canyon|Red Rocks|Southern Nevada|Nevada,red rocks,36.10438,-115.49498,[],unknown,no_helmet,unknown
949,"Rappel Failure, New York, Mohonk Preserve, Shawangunks",1999.0,"New York, Mohonk Preserve, Shawangunks ...The most interesting accident from this area for this year was one that involved two climbers simul-rappelling. Using the same rope, they had apparently not used a knot, and as he was heavier than she and the rope did not reach the ground, he fell 25 feet to the deck. The other victim fell 40 feet, also off the end of her rope, to the deck. They got away with only a few fractures.
(Source: From the annual report submitted by the Mohonk Preserve and Jed Williamson)","Serious, Descent, Roped, Rappel Error",US,New York,United States,New York,,,,,[],unknown,unknown,rope
985,"Illness — HACE, Exceeding Abilities, Ascending Too Fast — California, Mount Shasta, Misery Hill",2000.0,"California, Mount Shasta, Misery Hill
On July 30, Ken Goldstein (25) had stopped to rest at the base of Misery Hill (13,000 feet) and was later discovered unconscious and unresponsive. USFS climbing rangers were summoned. They administered oxygen to him, as he had regained consciousness. Goldstein was evacuated by a California Air National Guard helicopter and treated for HACE and dehydration at hospital. He recovered, but had no recollection of events surrounding the episode.
Analysis
Goldstein ascended too rapidly. Even at this elevation, one can develop serious altitude illness. (Source: Dan Tower, Wilderness Ranger, and Bob Musgrove.)","No/Little, Serious, Head / Brain Injury, Alpine/Mountaineering, Ascent Illness",US,California,United States,California,,,,,[],unknown,unknown,unknown
1030,"Rappel Error — Webbing Anchor Not Tied, Fall on Rock — New York, Mohonk Preserve, Shawangunks",2000.0,"New York, Mohonk Preserve, Shawangunks
On October 14, Scott Ruit (29) fell about 80 feet to his death while attempting to rappel from Birdland. He set up an extended anchor using webbing, weighted it, and the fall began as the webbing came away from the anchor.
Analysis
Ruit’s rope was found on the ground with carabiners attached to it. A piece of unsecured nylon webbing was found hanging from the anchor. When Ruit went to weight the rope, it apparently dropped through the 25-foot webbing, which Ruit probably thought was tied. It did not appear that there was anything wrong with the equipment or the fixed protection.
Ruit was described by locals as a good friend and a competent climber who was a cautious, experienced climber and who did not push his limits. (Source: Kirsten Conley, The Times Herald, and the Mohonk Preserve annual report)","Experienced, Deadly, Descent, Roped, Trad Climbing, Anchor Failure / Error, Rappel Error",US,New York,United States,New York,,,,,[],unknown,unknown,rope
1031,"Rock Broke Off, Fall on Rock, Climbing Unroped, Failure to Test Holds, Inadequate Protection, Inexperience — Kentucky, Red River Gorge State Park",2000.0,"Kentucky, Red River Gorge State Park
On October 2, a climber (22) was on top of Courthouse Rock looking for an anchor placement for rappelling. He had his harness on but was unroped. He went near the edge and the rock broke off underneath him, resulting in his fall off the cliff of about 75 feet, with an additional 25 feet of tumbling at the bottom. His partner went to get help, and three hours later, a search and rescue team arrived and brought the victim out on a rolling backboard. He suffered a pneumothorax and fractured arms.
Analysis
Rappelling is a very popular activity in this park. The victim reported that he had limited experience and was unfamiliar with the area. The sandstone in this area is unstable, but there are plenty of trees to anchor to while exploring around the top of the cliff. Many of the accidents here are the result of hikers, etc., getting drunk and falling off. (Source: Jason Maddux, M.D.)","No/Little, Serious, Unroped , Solo, Handhold/Foothold Broke, Inadequate Protection / Pulled",US,Kentucky,United States,Kentucky,Fortress Wall | aliases: Northern Gorge|Red River Gorge|Kentucky,red river gorge,37.83768,-83.64701,[],unknown,unknown,no_rope
1069,"HAPE, Alaska, Mount McKinley, West Buttress",2001.0,"Alaska, Mount McKinley, West Buttress
Charles Grey (40) of the Unfinished Business Expedition (party of 2), reported symptoms of HAPE to the 14,200-foot Ranger Camp on Mount McKinley at midnight on June 9. Grey was ataxic with an oxygen saturation of 61 percent. He was placed on oxygen and improved enough to descend with assistance at 1300. Grey descended on oxygen, reaching the 11,000-foot camp at 1700 with the help of Park Service Volunteers Denny Gignoux and Jay Mathers. After several days of rest at the 11,000-foot camp, Grey was able to ascend and continue his climb without incident.
Analysis
Grey had ascended to 19,000 feet on a previous climb of Denali without any altitude problems. On this particular climb he ascended to the 14,000-foot level in five days, which is generally the minimum recommended. Considering his previous ascent this climb should have gone without incident. This scenario goes to show that anyone can get HAPE and with an early diagnosis and rapid descent, it might be possible to reascend and continue the climb.","Alpine/Mountaineering, Ascent Illness",US,Alaska,United States,Alaska,,,,,[],unknown,unknown,unknown
1090,"Fall on Rock, Inadequate Anchor on Top Rope Set Up 
Colorado, Boulder Canyon, Happy Hour Crag ",2001.0,"On April 20, a climber fell to his death while being lowered, due to the webbing on one of the anchor’s parting and not being properly clipped in to the equalizing anchor. In the case of the webbing, it was only masking tape that connected (and hid!) the ends of one of two webbing anchor slings. This accident was particularly noteworthy because the climber had purchased the webbing the day before and did not realize that masking tape joined two pieces of webbing. The webbing came off the spool that did not have one continuous length. (Source: Bill May)

(Editor’s Note: This kind of mistake has only been reported once before to ANAM — many years ago. It is — or should be — fairly common knowledge that webbing, unlike rope, comes packaged in this manner.)","Deadly, Roped, Anchor Failure / Error",US,Colorado,United States,Colorado,Redgarden - Roof Routes | aliases: Redgarden Wall|Eldorado Canyon State Park|Boulder|Colorado,boulder,39.93112,-105.2846,[],unknown,unknown,unknown
1102,"Fall on Rock—Inadequate Belay While Lowering, Utah, American Forks Canyon, Rockapella",2001.0,"Utah, American Forks Canyon, Rockapella
On June 1, Aaron Johnson (17) was being lowered from Rockappella, but his partner could not hold him. The rope started pulling her up. Another young woman grabbed on to her, but even the two of them could not hold his weight. They let go. Johnson fell 25 feet straight to the ground, suffering back and neck injuries. (Source: Dennis Chapman - Utah County Sheriff’s SAR)
Analysis
Obviously there was a considerable weight discrepancy between climber and belayer. It is common practice to be adequately anchored when belaying, whether one’s partner is climbing or being lowered. (Source: Jed Williamson)","Serious, Descent, Roped, Sport, Lowering Error",US,Utah,United States,Utah,,,,,[],unknown,unknown,rope
1104,"Fall on Rock—Rappel Error, Darkness, Utah, Zion National Park, Grasshopper",2001.0,"Utah, Zion National Park, Grasshopper
On October 8, Eric Wehrly (33) and his partner Ian Whyte were rappelling the final 80 feet from the climb named Grasshopper when this incident occurred. Wehrly was the first one down. He set up the rappel by doubling his rope—but not exactly. One end was short by 20 feet, and that is the distance he fell to the cliff bottom. He proceeded to roll and tumble another two to three feet until finally coming to a stop.
Whyte was able to get down to the road and flag down the Zion shuttle bus. Fortunately, the Zion Park ambulance and personnel were able to respond quickly, treating and transporting Wehrly to a helicopter. He was taken to Las Vegas University Medical Trauma Center.
He sustained multiple system traumatic injuries, including a severe head injury, flail chest, bilateral fractured clavicles, and a pneumothorax. (Source: Cindy Purcell, NPS Ranger, Zion National Park)
Analysis
Perhaps fatigue played a part here, as these were two experienced climbers. That Wehrly did not at least tie individual knots in the ends of the doubled rope is surprising. It would have been even better to have tied the ends together before tossing them down. Hopefully there will come a year when this kind of incident does not happen. (Source: Jed Williamson)","Experienced, Serious, Head / Brain Injury, Descent, Roped, Trad Climbing, Visibility, Rappel Error",US,Utah,United States,Utah,Moonlight Buttress | aliases: Zion National Park|Southwest Utah|Utah,zion national park,37.27785,-112.94955,[],unknown,unknown,rope
1119,"HAPE, Washington, Mount Rainier, Fuhrer's Finger",2001.0,"Washington, Mount Rainier, Fuhrer's Finger
Tim Hartman contacted Mount Rainier National Park at 7:08 a.m. on August 12 to report that his partner Neil Shriner (41) was very ill. Shriner’s symptoms included difficulty breathing, gurgling lung sounds, and dizziness when standing. Hartman and Shriner had climbed to 12,000 feet on the Fuhrer Finger route the previous day, setting up their camp when Shriner started to feel sick. His condition deteriorated during the night. Hartman believed that his partner was suffering from High Altitude Pulmonary Edema and that they would need a rescue, as Shriner was unable to move safely.
A helicopter rescue was effected by park rangers by 3:30 p.m. At Madigan Hospital, he was diagnosed with HAPE. (Source: Mike Gauthier, SAR Ranger, Mount Ranier National Park)
Analysis
This report is included to remind us that High Altitude Pulmonary Edema can come on quickly, even at moderate altitude. (Source: Jed Williamson)","Serious, Alpine/Mountaineering, Ascent Illness",US,Washington,United States,Washington,Mount Rainier | aliases: Mount Rainier National Park|Southwest Cascades|South-West & Tacoma|Washington,mount rainier,46.8529,-121.76047,[],unknown,unknown,unknown
1126,"Rappel Failure, Illinois, Mississippi Palisades Park, Sentinel Rock",2001.0,"Illinois, Mississippi Palisades Park, Sentinel Rock
In November, Steven Wallace (27) died in hospital following his 40 foot fall from Sentinel Rock, from which he was rappelling. No other details were available, but as this is an area now used by climbers, it is important to call attention to it, especially as a fatality occurred. (Source: From a report sent in by Budge Gierke)","Deadly, Descent, Roped, Rappel Error",US,Illinois,United States,Illinois,,,,,[],unknown,unknown,rope
